26	687	0.277137
26	776	1.31501
26	845	2.08556
26	891	3.09213
26	892	2.99284
26	894	2.78632
26	967	4.11926
27	649	2.25539
27	915	2.24478
27	928	2.08514
27	936	2.45602
27	937	2.23948
27	977	3.62117
27	995	4.02172
28	142	2.56825
28	146	1.97153
28	224	2.02747
28	412	2.66082
28	565	3.65432
28	638	3.78615
28	826	5.59487
29	552	1.53297
29	569	0.761884
29	701	0.00164395
29	917	2.60267
29	969	3.71756
29	991	4.74178
29	996	4.84393
30	409	1.53791
30	538	2.08563
30	709	3.10083
30	747	3.04586
30	760	3.42258
30	773	3.47537
30	832	2.20863
31	61	1.6029
31	259	1.63792
31	528	2.50375
31	627	3.19601
31	684	3.19164
31	850	4.53586
31	919	2.32803
32	662	0.459807
32	704	1.15905
32	822	2.51924
32	874	4.07689
32	903	3.76629
32	949	4.34809
32	960	4.41829
33	669	1.10976
33	672	0.00320568
33	906	1.75133
33	956	3.42215
33	957	3.50643
33	987	4.26654
33	989	4.37109
34	395	3.16228
34	713	1.92528
34	721	2.03619
34	777	2.16825
34	814	3.22845
34	870	3.21692
34	926	4.09322
35	217	1.17728
35	341	2.13768
35	391	1.74735
35	627	2.55981
35	684	2.55543
35	688	2.59109
35	850	3.89966
36	463	0.646399
36	771	0.799214
36	813	2.0966
36	822	2.03828
36	903	3.28533
36	949	3.86713
36	960	3.93733
37	365	3.16228
37	564	0.317383
37	672	0.881888
37	778	2.02055
37	898	4.17765
37	900	4.14005
37	955	5.1298
38	440	3.64829
38	678	0.848729
38	752	1.38898
38	851	2.66755
38	882	3.26314
38	924	3.92074
38	959	4.57908
39	875	0.75601
39	914	1.65063
39	925	2.11614
39	927	2.06148
39	966	2.67429
39	986	3.39706
39	998	4.01338
40	551	0.341578
40	757	3.57401
40	790	2.3904
40	793	2.67498
40	840	2.91305
40	919	3.99336
40	931	4.35486
41	771	1.9566
41	900	1.72676
41	945	2.58026
41	955	2.71651
41	956	2.90937
41	957	2.99366
41	987	3.75377
42	4	1.85203
42	308	0.280692
42	620	1.3024
42	699	1.78014
42	854	3.513
42	929	4.80525
42	946	4.98687
43	271	2.7
43	737	0.785931
43	771	1.22901
43	873	2.79923
43	884	3.19163
43	949	4.29693
43	960	4.36713
44	3	1.52893
44	458	2.16877
44	563	2.47551
44	587	2.64783
44	654	3.20934
44	824	2.41767
44	825	4.63772
45	55	1.71786
45	575	2.823
45	593	2.52579
45	624	3.06034
45	689	3.18331
45	711	3.358
45	968	2.19167
46	390	1.45036
46	507	1.81683
46	545	2.44699
46	554	1.59069
46	668	3.09481
46	714	2.79591
46	802	3.47252
47	674	0.0367716
47	758	0.717568
47	879	1.90441
47	934	3.02414
47	951	3.30247
47	963	3.56352
47	984	4.1214
48	299	2.7
48	590	1.41192
48	639	1.89762
48	717	2.48691
48	810	3.26874
48	834	3.64484
48	860	3.95824
49	689	2.06234
49	809	0.035779
49	952	2.51739
49	958	2.56311
49	985	3.57094
49	999	4.02556
49	1000	3.95659
50	247	1.12978
50	320	0.62828
50	459	2.02086
50	757	2.95508
50	763	2.95393
50	792	3.30466
50	817	3.67571
51	84	1.85203
51	916	1.55633
51	941	2.23616
51	954	2.56156
51	978	2.9057
51	991	3.65555
51	996	3.7577
52	17	0.533686
52	94	1.88999
52	390	1.83967
52	402	1.69538
52	658	3.36352
52	668	3.48411
52	802	3.86183
53	292	2.7
53	662	0.355604
53	737	1.0844
53	753	1.95548
53	903	4.01359
53	949	4.5954
53	960	4.6656
54	75	1.88324
54	358	2.51153
54	408	2.30674
54	412	2.30935
54	574	4.00773
54	618	3.64963
54	755	1.18094
55	45	1.71786
55	186	2.18694
55	397	2.29734
55	414	3.16228
55	543	3.00577
55	575	3.46261
55	711	3.99761
56	248	0.886334
56	334	2.7
56	382	0.870374
56	721	3.0166
56	777	3.14866
56	819	3.67265
56	926	5.07363
57	887	1.47013
57	897	1.28436
57	930	1.85224
57	933	1.97721
57	970	3.0541
57	977	3.31486
57	995	3.7154
58	398	3.16228
58	725	0.267439
58	922	2.35296
58	966	2.80856
58	986	3.53133
58	993	3.5612
58	998	4.14765
59	398	1.29731
59	537	2.06656
59	654	2.24727
59	666	2.1381
59	683	2.17277
59	772	3.07039
59	825	3.67565
60	699	0.456887
60	815	1.55973
60	854	2.18975
60	866	2.52449
60	895	2.79212
60	929	3.482
60	946	3.66362
61	31	1.6029
61	341	2.78107
61	577	2.58342
61	627	3.20321
61	682	3.26315
61	688	3.23449
61	938	2.90625
62	248	0.0498
62	708	1.53492
62	720	2.38181
62	805	2.55035
62	814	3.09939
62	870	3.08786
62	926	3.96416
63	15	2.07991
63	224	1.98284
63	241	1.93939
63	348	3.08402
63	552	3.84076
63	638	3.74153
63	656	2.45265
64	230	0.539257
64	337	0.985392
64	550	1.65407
64	610	2.13841
64	754	3.01278
64	868	4.03686
64	902	4.30145
65	95	0.0912452
65	223	2.26274
65	475	0.0649062
65	788	2.56343
65	866	3.95036
65	929	4.90786
65	946	5.08948
66	305	2.7
66	400	0.366371
66	872	1.52176
66	914	2.22365
66	986	3.97007
66	993	3.99994
66	998	4.58639
67	909	0.365102
67	971	2.31714
67	975	2.31783
67	979	2.54166
67	988	2.96795
67	990	3.07018
67	992	3.09811
68	752	0.388113
68	851	1.66668
68	882	2.26227
68	911	2.84612
68	913	3.00696
68	924	2.91987
68	959	3.57821
69	206	0.116583
69	699	0.8105
69	815	1.91335
69	854	2.54336
69	904	3.43149
69	929	3.83561
69	946	4.01723
70	446	0.718236
70	816	1.38062
70	846	1.76724
70	893	2.63207
70	911	3.09238
70	913	3.25321
70	959	3.82446
71	103	0.985371
71	453	2.69223
71	482	2.05937
71	707	3.38382
71	726	2.13944
71	764	3.56692
71	798	3.98038
72	889	3.14887
72	926	1.27959
72	938	2.22618
72	965	2.95958
72	971	3.35246
72	988	4.00326
72	992	4.13343
73	426	3.64829
73	875	1.00907
73	922	2.47175
73	927	2.31454
73	966	2.92735
73	993	3.67999
73	998	4.26644
74	520	4.15692
74	837	0.944756
74	890	1.84108
74	900	2.13794
74	956	3.32056
74	987	4.16495
74	989	4.2695
75	54	1.88324
75	265	1.88773
75	348	2.68559
75	552	3.44233
75	565	3.21126
75	618	3.55805
75	923	2.82477
76	276	0.647099
76	626	1.81849
76	679	2.60343
76	821	3.71456
76	829	2.47078
76	830	3.90371
76	836	3.98096
77	204	2.26274
77	859	0.88994
77	943	2.14103
77	980	3.04678
77	982	3.34234
77	983	3.37487
77	997	3.90464
78	947	1.86926
78	953	1.78471
78	960	4.00188
78	985	2.98072
78	994	3.23331
78	999	3.43534
78	1000	3.36637
79	746	0.423738
79	758	0.994743
79	898	3.3567
79	934	3.30131
79	963	3.84069
79	968	3.71178
79	984	4.39858
80	869	0.919786
80	896	0.916306
80	943	2.2271
80	964	2.96993
80	980	3.13284
80	983	3.46094
80	997	3.99071
81	389	3.16228
81	741	0.248269
81	908	1.74032
81	974	3.202
81	980	3.43844
81	983	3.76654
81	997	4.2963
82	252	1.80803
82	425	1.87018
82	453	2.42877
82	481	2.22616
82	482	1.79591
82	659	2.82242
82	798	3.71692
83	780	1.5934
83	785	1.38674
83	876	2.50735
83	877	2.51226
83	881	2.65324
83	886	2.36762
83	940	3.64949
84	51	1.85203
84	823	1.43964
84	899	2.86173
84	901	2.85243
84	907	3.15896
84	912	2.96974
84	921	3.3872
85	112	0.170559
85	207	2.26274
85	900	2.18703
85	955	3.17678
85	956	3.36964
85	957	3.45393
85	989	4.31858
86	92	2.17853
86	186	2.04236
86	420	2.77875
86	505	2.79453
86	593	3.02083
86	711	3.85303
86	954	4.13844
87	780	1.85554
87	824	2.13963
87	869	2.70831
87	874	4.07689
87	876	2.76948
87	918	3.28522
87	940	3.91162
88	844	0.669268
88	849	0.97342
88	920	2.67838
88	934	1.58043
88	966	3.41868
88	993	4.17132
88	998	4.75777
89	756	0.497334
89	872	1.08755
89	920	2.07279
89	925	2.25495
89	986	3.53586
89	993	3.56573
89	998	4.15218
90	379	1.83688
90	520	2.21863
90	523	2.12599
90	707	3.23567
90	764	3.41877
90	798	3.83223
90	799	1.98432
91	13	0.0575867
91	655	1.65951
91	713	2.02807
91	720	2.61366
91	805	2.7822
91	814	3.33124
91	926	4.19601
92	86	2.17853
92	305	2.38895
92	351	2.5502
92	373	2.58488
92	553	3.00246
92	711	3.96324
92	975	2.30583
93	744	3.24282
93	867	1.50465
93	887	2.16816
93	930	2.55027
93	932	2.52964
93	976	3.90265
93	977	4.01288
94	17	1.35181
94	52	1.88999
94	493	2.45966
94	616	3.3094
94	628	3.47569
94	658	4.18165
94	960	4.00188
95	65	0.0912452
95	788	1.12087
95	866	2.5078
95	895	2.77542
95	904	3.06118
95	929	3.4653
95	946	3.64692
96	865	1.62127
96	888	2.16446
96	899	2.39257
96	901	2.38327
96	907	2.6898
96	912	2.50058
96	921	2.91804
97	219	1.11889
97	257	0.658264
97	341	2.29152
97	627	2.71365
97	688	2.74493
97	712	3.08746
97	850	4.0535
98	8	1.85203
98	261	1.51159
98	268	1.60626
98	280	1.90271
98	749	3.45647
98	797	4.20623
98	803	3.98494
99	421	0.0368149
99	624	1.69319
99	813	2.37874
99	822	2.32041
99	903	3.56746
99	949	4.14927
99	960	4.21947
100	146	1.6444
100	241	1.65689
100	412	2.33369
100	565	3.32719
100	574	4.03207
100	618	3.67398
100	794	2.93658
101	785	1.95427
101	799	1.98432
101	807	1.89676
101	824	2.44502
101	881	3.22076
101	886	2.93514
101	940	4.21701
102	246	0.174871
102	281	0.280744
102	710	2.56284
102	787	2.92349
102	810	3.22022
102	834	3.59632
102	860	3.90972
103	71	0.985371
103	252	1.92655
103	418	1.79021
103	453	2.54729
103	481	2.34468
103	707	3.23887
103	798	3.83544
104	816	1.52091
104	846	1.90753
104	882	2.64883
104	911	3.23268
104	913	3.39351
104	959	3.96476
104	971	2.57996
105	403	1.69603
105	524	1.84568
105	572	2.11675
105	579	2.25715
105	642	2.12273
105	839	4.14138
105	878	4.61119
106	636	0.0724139
106	827	1.25631
106	873	2.19366
106	884	2.58605
106	903	3.10955
106	949	3.69136
106	960	3.76156
107	220	0.136397
107	306	2.7
107	910	2.88642
107	934	2.96531
107	951	3.24364
107	968	3.37578
107	984	4.06258
108	858	1.72806
108	891	2.18242
108	894	1.8766
108	905	2.06874
108	923	2.59223
108	950	3.01074
108	967	3.20954
109	491	0.0304298
109	766	1.15749
109	911	3.62841
109	913	3.78925
109	924	3.70216
109	959	4.3605
109	1000	1.96083
110	353	3.16228
110	833	0.371466
110	917	2.07336
110	942	2.58126
110	954	3.11848
110	991	4.21247
110	996	4.31461
111	733	0.0483405
111	915	2.33643
111	928	2.17679
111	930	2.2502
111	933	2.37518
111	973	3.36796
111	995	4.11337
112	85	0.170559
112	837	1.50534
112	860	2.73443
112	898	2.73612
112	945	3.55203
112	956	3.88114
112	989	4.83008
113	769	2.65126
113	858	2.29928
113	891	2.75364
113	892	2.65435
113	905	2.63996
113	906	2.73913
113	950	3.58196
114	210	0.277762
114	248	2.26274
114	700	1.34437
114	794	2.86106
114	863	3.59983
114	919	4.11187
114	931	4.47337
115	277	1.96709
115	476	1.94799
115	534	2.4537
115	594	3.23233
115	627	2.86193
115	712	3.23575
115	850	4.20178
116	733	1.53233
116	808	0.569594
116	953	2.33706
116	958	2.52524
116	985	3.53307
116	994	3.78566
116	1000	3.91872
117	304	1.65156
117	481	2.35398
117	523	2.13849
117	707	3.24817
117	764	3.43127
117	798	3.84473
117	914	5.73491
118	231	2.26274
118	501	1.62535
118	675	2.05039
118	720	2.79182
118	721	2.31715
118	814	3.5094
118	926	4.37418
119	353	2.32388
119	397	1.99472
119	420	2.6207
119	505	2.63648
119	624	3.39733
119	711	3.69498
119	920	2.83771
120	332	2.7
120	402	1.43469
120	628	2.39688
120	714	2.92453
120	715	2.99279
120	716	3.31824
120	802	3.60115
121	493	4.15692
121	790	1.85586
121	794	2.20801
121	840	2.3785
121	863	2.94678
121	919	3.45882
121	931	3.82032
122	290	2.48359
122	351	2.47201
122	397	2.18478
122	543	2.8932
122	553	2.92427
122	689	3.71036
122	904	1.47241
123	832	0.15686
123	847	0.0353602
123	947	2.18767
123	985	3.29913
123	994	3.55172
123	999	3.75374
123	1000	3.68478
124	496	1.18033
124	776	2.10765
124	779	1.84191
124	820	2.3246
124	835	2.461
124	861	3.02114
124	967	4.9119
125	338	0.43568
125	536	2.13825
125	812	1.39122
125	872	2.52063
125	925	3.68803
125	927	3.63336
125	993	4.99881
126	952	1.63708
126	953	1.49462
126	958	1.6828
126	985	2.69064
126	994	2.94322
126	999	3.14525
126	1000	3.07629
127	444	0.0697313
127	828	1.42737
127	893	1.89979
127	898	2.56924
127	945	3.38515
127	987	4.55866
127	989	4.6632
128	194	0.9337
128	404	1.39118
128	471	1.71678
128	789	3.71325
128	839	4.22176
128	878	4.69157
128	898	3.3567
129	330	0.829177
129	359	0.930164
129	665	2.58784
129	702	2.74167
129	749	2.767
129	797	3.51677
129	803	3.29548
130	631	0.166181
130	947	2.00951
130	953	1.92496
130	958	2.11314
130	994	3.37356
130	999	3.57559
130	1000	3.50662
131	310	0.116827
131	423	0.126182
131	822	3.09191
131	873	3.42306
131	937	1.82216
131	949	4.92076
131	960	4.99096
132	332	1.58733
132	520	2.1062
132	659	2.82529
132	707	3.12324
132	764	3.30633
132	798	3.7198
132	961	3.61458
133	786	0.230484
133	891	2.41548
133	894	2.10967
133	906	2.40097
133	923	2.82529
133	950	3.2438
133	967	3.44261
134	690	0.182594
134	948	1.92608
134	964	2.49138
134	980	2.65429
134	982	2.94986
134	983	2.98239
134	997	3.51215
135	598	1.44556
135	920	1.76817
135	922	2.05288
135	966	2.50848
135	986	3.23125
135	993	3.26112
135	998	3.84757
136	522	0.109541
136	822	1.75541
136	873	2.08657
136	884	2.47897
136	903	3.00246
136	949	3.58427
136	960	3.65447
137	590	1.46865
137	670	1.7862
137	710	2.66809
137	787	3.02874
137	834	3.70157
137	860	4.01497
137	939	2.70936
138	604	0.29311
138	674	0.898081
138	743	0.692809
138	750	0.824522
138	934	4.15002
138	968	4.56049
138	984	5.24729
139	871	0.403965
139	877	3.10803
139	952	2.19169
139	985	3.24524
139	994	3.49783
139	999	3.69986
139	1000	3.63089
140	549	4.68722
140	883	1.17881
140	936	2.5094
140	944	2.37477
140	962	2.96591
140	976	3.56433
140	995	4.0751
141	403	1.07112
141	413	0.848839
141	579	1.63224
141	735	2.60532
141	789	3.00796
141	839	3.51647
141	878	3.98628
142	28	2.56825
142	241	1.8745
142	267	2.23779
142	412	2.5513
142	565	3.5448
142	618	3.89159
142	841	3.74998
143	193	1.51237
143	327	1.20417
143	519	2.30665
143	757	3.52496
143	792	3.87454
143	817	4.24559
143	913	1.02661
144	487	0.674549
144	548	1.14684
144	655	3.53754
144	790	3.07421
144	799	2.93036
144	863	4.16512
144	919	4.67716
145	306	1.29706
145	398	1.48372
145	654	2.43368
145	666	2.32452
145	683	2.35918
145	719	2.90782
145	825	3.86206
146	28	1.97153
146	100	1.6444
146	267	1.64106
146	348	2.4224
146	358	2.15676
146	552	3.17914
146	574	3.65296
147	274	0.542263
147	361	0.187029
147	720	2.66012
147	805	2.82867
147	819	2.84149
147	870	3.36618
147	926	4.24248
148	268	0.974398
148	280	1.27085
148	558	2.05072
148	665	2.64544
148	702	2.79927
148	797	3.57437
148	803	3.35308
149	843	0.0952549
149	941	1.96153
149	954	2.28693
149	978	2.63107
149	981	2.83479
149	991	3.38093
149	996	3.48307
150	898	1.71029
150	900	1.6727
150	956	2.85531
150	957	2.9396
150	987	3.69971
150	989	3.80425
150	997	4.31781
151	750	0.140636
151	910	2.31488
151	939	2.31528
151	951	2.6721
151	963	2.93315
151	968	2.80424
151	984	3.49104
152	729	0.219089
152	948	2.52268
152	970	1.84767
152	974	3.01445
152	980	3.25089
152	983	3.57898
152	997	4.10875
153	157	1.85203
153	250	0.689335
153	619	2.61312
153	658	3.19054
153	715	3.0805
153	716	3.40595
153	802	3.68885
154	509	0.648928
154	644	2.1013
154	653	1.2527
154	739	2.50049
154	761	3.17894
154	863	4.06858
154	889	4.17008
155	303	0.811695
155	546	0.600449
155	815	2.75091
155	854	3.38093
155	904	4.26906
155	946	4.8548
155	978	3.9862
156	908	0.882439
156	943	1.67482
156	974	2.34412
156	980	2.58056
156	982	2.87612
156	983	2.90865
156	997	3.43842
157	153	1.85203
157	559	1.02838
157	769	2.76784
157	774	2.55826
157	821	3.28611
157	830	3.47526
157	836	3.55251
158	525	0.238213
158	725	1.53762
158	876	2.9245
158	877	2.92941
158	881	3.07039
158	918	3.44024
158	940	4.06664
159	555	1.18045
159	679	2.22122
159	769	2.81408
159	821	3.33235
159	830	3.5215
159	836	3.59875
159	982	2.17309
160	3	0.946379
160	306	1.49017
160	468	1.65659
160	666	2.51763
160	683	2.55229
160	772	3.44992
160	825	4.05517
161	302	0.319298
161	641	2.88193
161	848	2.56287
161	858	3.05654
161	892	3.41161
161	905	3.39723
161	923	3.92071
162	509	0.270756
162	794	2.52503
162	840	2.69552
162	844	0.379723
162	863	3.2638
162	919	3.77584
162	931	4.13734
163	741	3.71697
163	837	0.519434
163	955	2.70237
163	956	2.89523
163	957	2.97952
163	987	3.73963
163	989	3.84417
164	396	0.0679556
164	617	2.14667
164	954	2.68398
164	978	3.02812
164	981	3.23184
164	991	3.77797
164	996	3.88011
165	614	0.547099
165	820	1.6476
165	892	3.10848
165	905	3.0941
165	950	4.03609
165	965	2.10618
165	967	4.2349
166	565	2.13825
166	611	0.13296
166	743	0.558106
166	864	2.63416
166	939	3.93683
166	951	4.29365
166	984	5.11258
167	613	1.01456
167	756	1.8833
167	762	1.96804
167	852	2.8107
167	853	2.88601
167	868	2.92059
167	902	3.18518
168	370	0.202773
168	647	2.24961
168	831	1.10923
168	920	2.91421
168	927	3.0417
168	993	4.40715
168	998	4.9936
169	323	0.582029
169	613	1.83694
169	762	2.79042
169	853	3.70839
169	868	3.74297
169	902	4.00756
169	926	2.96866
170	961	2.29972
170	971	2.63388
170	972	2.7202
170	975	2.63457
170	981	2.42327
170	988	3.28469
170	990	3.38693
170	992	3.41486
171	186	2.26274
171	639	1.88423
171	710	2.59798
171	717	2.47352
171	751	2.57738
171	810	3.25535
171	834	3.63145
171	860	3.94485
172	704	0.927819
172	753	1.47694
172	813	2.34633
172	827	1.68182
172	873	2.61916
172	884	3.01156
172	949	4.11686
172	960	4.18706
173	896	1.22956
173	908	1.74798
173	948	2.71788
173	974	3.20966
173	979	2.66124
173	980	3.4461
173	982	3.74166
173	997	4.30396
174	319	2.7
174	512	0.303889
174	744	1.82518
174	766	1.62599
174	882	3.51307
174	911	4.09691
174	924	4.17066
174	959	4.829
175	565	2.54897
175	779	1.09342
175	848	2.18826
175	861	2.27265
175	891	3.13629
175	923	3.54609
175	950	3.96461
175	967	4.16341
176	579	2.07143
176	580	2.5467
176	581	1.75926
176	695	2.56166
176	735	3.0445
176	839	3.95565
176	878	4.42546
176	932	3.84733
177	344	2.7
177	647	0.0543634
177	818	0.127387
177	942	3.02558
177	969	3.63257
177	981	4.11067
177	991	4.6568
177	996	4.75894
178	217	2.26274
178	809	0.00725925
178	847	0.659122
178	958	2.91506
178	985	3.92289
178	994	4.17548
178	999	4.37751
178	1000	4.30854
179	938	1.3404
179	961	2.13251
179	965	2.0738
179	972	2.55299
179	979	2.6912
179	988	3.11748
179	990	3.21972
179	992	3.24765
180	784	1.02885
180	811	1.46906
180	841	2.27164
180	865	2.33953
180	899	3.11083
180	901	3.10152
180	907	3.40805
180	921	3.6363
181	732	1.17082
181	780	2.1464
181	848	2.94105
181	869	2.99917
181	877	3.06526
181	881	3.20623
181	918	3.57608
181	940	4.20248
182	732	1.39005
182	785	2.15897
182	807	2.10146
182	869	3.2184
182	876	3.27957
182	918	3.79531
182	940	4.42172
182	964	2.85144
183	286	0.69947
183	434	3.64829
183	678	1.93408
183	719	1.98822
183	816	3.22059
183	851	3.7529
183	913	5.09318
183	959	5.66443
184	753	1.34496
184	813	2.21435
184	873	2.48718
184	884	2.87957
184	903	3.40307
184	949	3.98488
184	953	2.22519
184	960	4.05507
185	244	2.06456
185	290	1.96158
185	305	1.78874
185	553	2.40225
185	593	2.53083
185	624	3.06538
185	689	3.18834
185	711	3.36303
186	55	2.18694
186	86	2.04236
186	171	2.26274
186	244	2.52861
186	543	2.83524
186	575	3.29208
186	689	3.65239
186	711	3.82708
187	215	0.24224
187	759	0.144275
187	837	1.32573
187	890	2.22206
187	956	3.70153
187	957	3.78582
187	987	4.54593
187	989	4.65047
188	664	2.70261
188	701	0.225904
188	833	0.525877
188	969	3.34265
188	978	3.61703
188	981	3.82075
188	991	4.36688
188	996	4.46903
189	655	1.86662
189	708	1.97388
189	713	2.23518
189	720	2.82077
189	814	3.53835
189	857	2.724
189	870	3.52682
189	926	4.40312
190	12	2.26274
190	277	2.28331
190	391	2.36569
190	476	2.26421
190	528	2.48589
190	682	3.2381
190	688	3.20944
190	850	4.51801
191	7	1.19292
191	570	1.55429
191	571	1.77135
191	580	2.3043
191	617	2.44074
191	789	3.20474
191	839	3.71325
191	878	4.18306
192	261	1.3471
192	365	1.48381
192	665	3.11281
192	670	6.4
192	702	3.26664
192	749	3.29197
192	797	4.04174
192	803	3.82045
193	143	1.51237
193	271	2.02365
193	355	1.99337
193	459	3.22533
193	519	2.94124
193	568	4.68722
193	757	4.15955
193	792	4.50913
194	128	0.9337
194	571	2.17556
194	579	2.23323
194	580	2.7085
194	758	3.77936
194	789	3.60895
194	839	4.11746
194	878	4.58727
195	480	0.84716
195	536	2.54897
195	548	1.57854
195	644	2.62955
195	700	2.34137
195	761	3.70719
195	793	3.79049
195	931	5.47037
196	428	1.94144
196	458	1.93413
196	587	2.4132
196	654	2.9747
196	683	2.9002
196	772	3.79783
196	825	4.40308
196	999	3.42654
197	420	1.37438
197	801	1.28443
197	851	2.11278
197	893	2.83191
197	911	3.29222
197	913	3.45305
197	924	3.36597
197	959	4.0243
198	468	3.64829
198	859	0.911288
198	964	2.90521
198	974	2.83168
198	980	3.06812
198	982	3.36369
198	983	3.39622
198	997	3.92599
199	897	1.46354
199	939	3.12008
199	944	2.19425
199	962	2.78539
199	973	3.14918
199	976	3.38381
199	977	3.49404
199	995	3.89458
200	621	5.80948
200	872	1.40455
200	920	2.38978
200	925	2.57194
200	927	2.51728
200	966	3.13009
200	993	3.88273
200	998	4.46918
201	261	1.7286
201	322	2.7
201	365	1.86532
201	433	2.04554
201	566	2.45168
201	702	3.64814
201	797	4.42324
201	803	4.20195
202	237	1.68722
202	245	1.60448
202	253	2.26274
202	528	2.63574
202	577	2.70822
202	688	3.35928
202	712	3.70182
202	850	4.66785
203	235	1.04307
203	448	2.06892
203	529	1.68367
203	709	2.97447
203	724	3.02978
203	747	2.9195
203	760	3.29622
203	773	3.34901
204	77	2.26274
204	780	2.12785
204	806	2.08357
204	869	2.98063
204	876	3.0418
204	877	3.04671
204	886	2.90207
204	940	4.18394
205	317	2.7
205	383	1.27212
205	450	1.43177
205	679	2.83919
205	769	3.43205
205	774	3.22247
205	821	3.95032
205	836	4.21672
206	69	0.116583
206	676	0.177354
206	791	1.63957
206	866	3.10279
206	895	3.37042
206	904	3.65618
206	929	4.0603
206	946	4.24192
207	85	2.26274
207	620	0.676789
207	706	0.660041
207	866	3.22213
207	895	3.48976
207	904	3.77552
207	929	4.17964
207	946	4.36126
208	547	2.25935
208	656	1.10445
208	785	2.20013
208	824	2.69088
208	869	3.25957
208	881	3.46663
208	886	3.18101
208	940	4.46288
209	550	1.45688
209	610	1.94122
209	613	1.93364
209	697	1.84565
209	754	2.81558
209	756	2.80238
209	852	3.72978
209	868	3.83966
210	114	0.277762
210	761	2.63515
210	790	2.43387
210	840	2.95651
210	889	3.62629
210	919	4.03683
210	930	2.16879
210	931	4.39833
211	378	1.30889
211	603	2.92174
211	612	1.84618
211	639	2.34946
211	727	2.92949
211	787	3.42385
211	834	4.09668
211	860	4.41008
212	667	4.21514
212	736	0.279336
212	800	0.612507
212	916	2.89809
212	954	3.90332
212	969	3.97309
212	978	4.24746
212	981	4.45118
213	226	0.0940285
213	778	0.975842
213	828	1.99108
213	837	1.90216
213	898	3.13294
213	900	3.09535
213	945	3.94885
213	989	5.2269
214	842	0.874817
214	917	2.17375
214	941	2.89347
214	942	2.68165
214	952	4.13016
214	978	3.56301
214	981	3.76673
214	996	4.41501
215	187	0.24224
215	890	1.70062
215	898	2.03507
215	900	1.99748
215	955	2.98723
215	957	3.26438
215	987	4.02449
215	989	4.12903
216	842	0.324549
216	916	1.66337
216	942	2.13138
